,date,result,moves,speed,link,my_elo,opponent_elo,opponent_country,opponent_name,color
853,"Mar 24, 2016",win,57,5 min,https://www.chess.com/analysis/game/live/1512579777,1643,1422,Chile,cristianlopezc,white
854,"Mar 24, 2016",win,57,5 min,https://www.chess.com/analysis/game/live/1512429520,1612,1437,Egypt,monikarefaat,black
855,"Mar 23, 2016",win,41,5 min,https://www.chess.com/analysis/game/live/1511154702,1581,1458,Argentina,lopezraul777,black
856,"Mar 23, 2016",win,38,10 min,https://www.chess.com/analysis/game/live/1511146934,1538,1315,Canada,AndyAnd3,white
857,"Mar 23, 2016",win,28,10 min,https://www.chess.com/analysis/game/live/1511141540,1505,1319,Canada,AndyAnd3,black
858,"Mar 23, 2016",win,23,10 min,https://www.chess.com/analysis/game/live/1511136932,1460,1324,Canada,AndyAnd3,white
859,"Mar 23, 2016",win,38,10 min,https://www.chess.com/analysis/game/live/1511128247,1396,1331,Canada,AndyAnd3,black
860,"Mar 23, 2016",win,24,10 min,https://www.chess.com/analysis/game/live/1511114018,1297,1140,Puerto Rico,wbravog,white
861,"Mar 17, 2016",win,10,5 min,https://www.chess.com/analysis/game/live/1503515457,1202,1010,Argentina,pandavivela,black
862,"Mar 17, 2016",loss,26,5 min,https://www.chess.com/analysis/game/live/1503508658,1089,1388,United States,aaacoolguy23,white
