,date,result,moves,speed,link,my_elo,opponent_elo,opponent_country,opponent_name,color
0,"Sep 1, 2020",draw,75,10 min,https://www.chess.com/analysis/game/live/5382837031,1764,1776,United States,poseidon314,white
1,"Sep 1, 2020",loss,16,10 min,https://www.chess.com/analysis/game/live/5382817380,1764,1759,Indonesia,heru007,black
2,"Aug 31, 2020",loss,85,15|10,https://www.chess.com/analysis/game/live/5379938973,1671,1679,Canada,hectordamasen,black
3,"Aug 31, 2020",loss,18,10 min,https://www.chess.com/analysis/game/live/5378401945,1773,1840,United States,ResentfulPawn,white
4,"Aug 31, 2020",win,36,10 min,https://www.chess.com/analysis/game/live/5377638551,1780,1783,Croatia,Dalmacija2,black
5,"Aug 31, 2020",win,18,10 min,https://www.chess.com/analysis/game/live/5377617012,1772,1777,Philippines,Dgxyron_Castle,white
6,"Aug 31, 2020",loss,20,10 min,https://www.chess.com/analysis/game/live/5377593268,1764,1821,United States,maasai22,white
7,"Aug 30, 2020",win,18,10 min,https://www.chess.com/analysis/game/live/5375134293,1771,1716,United States,d_weger,white
8,"Aug 30, 2020",loss,28,10 min,https://www.chess.com/analysis/game/live/5375106387,1764,1781,Egypt,medochefg,white
9,"Aug 30, 2020",win,76,10 min,https://www.chess.com/analysis/game/live/5374686265,1772,1744,Brazil,neuron2,black
10,"Aug 29, 2020",loss,50,10 min,https://www.chess.com/analysis/game/live/5370008629,1764,1688,United States,kris67,black
11,"Aug 29, 2020",win,22,10 min,https://www.chess.com/analysis/game/live/5369997354,1774,1678,United States,kris67,white
12,"Aug 29, 2020",loss,40,10 min,https://www.chess.com/analysis/game/live/5369958056,1768,1755,South Africa,Charldon,white
13,"Aug 29, 2020",loss,38,10 min,https://www.chess.com/analysis/game/live/5368484335,1777,1793,India,BHANWARLAL,black
14,"Aug 29, 2020",loss,48,10 min,https://www.chess.com/analysis/game/live/5368135636,1785,1770,Norway,Yngvis08,white
15,"Aug 28, 2020",win,33,10 min,https://www.chess.com/analysis/game/live/5365774130,1794,1907,Indonesia,PapaBean,black
16,"Aug 28, 2020",draw,80,10 min,https://www.chess.com/analysis/game/live/5363854274,1783,1742,Belgium,marco8020,black
17,"Aug 27, 2020",win,47,10 min,https://www.chess.com/analysis/game/live/5360899808,1784,1762,United States,dmg1979,black
18,"Aug 25, 2020",win,53,10 min,https://www.chess.com/analysis/game/live/5348712392,1776,1757,Brazil,aracatuba0110,white
19,"Aug 25, 2020",win,37,10 min,https://www.chess.com/analysis/game/live/5348677848,1768,1765,Brazil,aracatuba0110,black
20,"Aug 25, 2020",loss,24,10 min,https://www.chess.com/analysis/game/live/5348658008,1760,1773,Brazil,aracatuba0110,white
21,"Aug 25, 2020",draw,80,10 min,https://www.chess.com/analysis/game/live/5348596639,1768,1765,Brazil,aracatuba0110,black
22,"Aug 25, 2020",win,42,10 min,https://www.chess.com/analysis/game/live/5348521475,1768,1728,India,kalgargiri,white
23,"Aug 25, 2020",loss,13,10 min,https://www.chess.com/analysis/game/live/5348510861,1761,1752,India,markevans1107,white
24,"Aug 24, 2020",win,35,10 min,https://www.chess.com/analysis/game/live/5346167172,1770,1664,Colombia,alfonsovillamil,white
25,"Aug 24, 2020",win,35,10 min,https://www.chess.com/analysis/game/live/5346036397,1764,1776,United States,c1anatoliy,black
26,"Aug 24, 2020",win,46,10 min,https://www.chess.com/analysis/game/live/5345726306,1755,1665,Italy,ponica66,white
27,"Aug 24, 2020",loss,9,10 min,https://www.chess.com/analysis/game/live/5345722786,1749,1873,Chile,carsoval2019,black
28,"Aug 24, 2020",loss,37,10 min,https://www.chess.com/analysis/game/live/5345166158,1754,1694,Netherlands,adriaanko,white
29,"Aug 24, 2020",loss,66,10 min,https://www.chess.com/analysis/game/live/5345047542,1764,1777,Ukraine,ivan_buha,black
30,"Aug 24, 2020",win,29,10 min,https://www.chess.com/analysis/game/live/5344012378,1772,1752,United Kingdom,Ricky894,white
31,"Aug 24, 2020",loss,32,15|10,https://www.chess.com/analysis/game/live/5343273764,1701,1635,Ukraine,shaxmat0,black
32,"Aug 23, 2020",win,43,10 min,https://www.chess.com/analysis/game/live/5341102796,1764,1891,India,sanjaykgr,black
33,"Aug 23, 2020",loss,46,10 min,https://www.chess.com/analysis/game/live/5341060833,1753,1761,Montenegro,sasa1969,black
34,"Aug 23, 2020",win,29,10 min,https://www.chess.com/analysis/game/live/5340849460,1761,1878,Morocco,Jaffarnyo,white
35,"Aug 23, 2020",loss,49,10 min,https://www.chess.com/analysis/game/live/5340804678,1750,1808,Russia,MaraCuyaIsTheBest,error
36,"Aug 23, 2020",win,38,10 min,https://www.chess.com/analysis/game/live/5340048128,1757,1764,Russia,Dak33,black
37,"Aug 23, 2020",win,55,15|10,https://www.chess.com/analysis/game/live/5338640065,1739,1647,Iran,asgharmahmoudi1330,white
38,"Aug 23, 2020",win,34,15|10,https://www.chess.com/analysis/game/live/5338527085,1713,1606,Bulgaria,kechev123,white
39,"Aug 21, 2020",win,59,15|10,https://www.chess.com/analysis/game/live/5331302135,1686,1507,United States,CEOGoldMinesInc,white
40,"Aug 21, 2020",loss,32,15|10,https://www.chess.com/analysis/game/live/5331248407,1664,1708,France,faujas,white
41,"Aug 21, 2020",win,49,15|10,https://www.chess.com/analysis/game/live/5329435993,1705,1649,Myanmar,KoBlade,black
42,"Aug 20, 2020",win,72,15|10,https://www.chess.com/analysis/game/live/5327164773,1660,1534,Poland,Nowocinski,error
43,"Aug 20, 2020",win,19,15|10,https://www.chess.com/analysis/game/live/5326910924,1618,1514,Mexico,irvin_kirito,black
44,"Aug 20, 2020",win,26,15|10,https://www.chess.com/analysis/game/live/5326769908,1566,1505,Israel,MeAndNotYou23,white
45,"Aug 20, 2020",win,15,15|10,https://www.chess.com/analysis/game/live/5326750707,1489,1398,France,Gekkouga45,white
46,"Aug 20, 2020",win,17,15|10,https://www.chess.com/analysis/game/live/5326731370,1396,1247,United States,Himmy33,black
47,"Aug 20, 2020",loss,35,15|10,https://www.chess.com/analysis/game/live/5326661011,1283,1437,United States,waynevetter,black
48,"Aug 20, 2020",win,17,10 min,https://www.chess.com/analysis/game/live/5326611199,1748,1748,Ukraine,lc120p,black
49,"Aug 19, 2020",loss,55,10 min,https://www.chess.com/analysis/game/live/5322245086,1739,1775,Philippines,antonioambatali,white
50,"Aug 19, 2020",loss,22,10 min,https://www.chess.com/analysis/game/live/5321021668,1746,1753,Catalonia,HEISENBERG1961,white
51,"Aug 19, 2020",win,19,10 min,https://www.chess.com/analysis/game/live/5319747084,1754,1724,Israel,iaridy,white
52,"Aug 19, 2020",win,78,10 min,https://www.chess.com/analysis/game/live/5319417243,1746,1706,Greece,mikest63,white
53,"Aug 18, 2020",loss,27,10 min,https://www.chess.com/analysis/game/live/5317681815,1739,1688,Serbia,drgn12,black
54,"Aug 18, 2020",win,25,10 min,https://www.chess.com/analysis/game/live/5317283630,1749,1756,United States,KARENGEVORGYAN032,black
55,"Aug 18, 2020",win,49,10 min,https://www.chess.com/analysis/game/live/5317227009,1740,1765,United States,KARENGEVORGYAN032,white
56,"Aug 18, 2020",loss,28,10 min,https://www.chess.com/analysis/game/live/5317177161,1731,1774,United States,KARENGEVORGYAN032,black
57,"Aug 18, 2020",loss,1,10 min,https://www.chess.com/live/game/5315577889?username=rondan1000,1738,1729,Philippines,drux2019,white
58,"Aug 18, 2020",loss,48,10 min,https://www.chess.com/analysis/game/live/5315527168,1747,1716,Ireland,tjandanleni,black
59,"Aug 18, 2020",loss,6,10 min,https://www.chess.com/analysis/game/live/5315521485,1756,1752,Indonesia,jamessiahaan,black
60,"Aug 18, 2020",win,16,10 min,https://www.chess.com/analysis/game/live/5315509267,1764,1748,International,bob8952per,black
61,"Aug 18, 2020",loss,24,10 min,https://www.chess.com/analysis/game/live/5315482482,1756,1708,Italy,6gattino,white
62,"Aug 18, 2020",loss,48,10 min,https://www.chess.com/analysis/game/live/5315232327,1766,1799,France,rphil0007,white
63,"Aug 18, 2020",loss,33,10 min,https://www.chess.com/analysis/game/live/5314722753,1774,1779,Indonesia,yudif,white
64,"Aug 17, 2020",loss,13,10 min,https://www.chess.com/analysis/game/live/5312888169,1782,1770,United States,Vulanist,white
65,"Aug 17, 2020",win,64,10 min,https://www.chess.com/analysis/game/live/5312612103,1791,1749,United States,Scully93,black
66,"Aug 17, 2020",win,25,10 min,https://www.chess.com/analysis/game/live/5312581115,1784,1756,United States,Scully93,white
67,"Aug 17, 2020",win,39,10 min,https://www.chess.com/analysis/game/live/5312279170,1776,1755,Chile,ns2s,white
68,"Aug 17, 2020",loss,56,10 min,https://www.chess.com/analysis/game/live/5312018146,1768,1767,Ukraine,Dar_Veter24,black
69,"Aug 17, 2020",win,28,10 min,https://www.chess.com/analysis/game/live/5311721650,1776,1719,Poland,Pawko1234,error
70,"Aug 17, 2020",loss,32,10 min,https://www.chess.com/analysis/game/live/5311492194,1769,1832,Mexico,347721,white
71,"Aug 17, 2020",win,27,10 min,https://www.chess.com/analysis/game/live/5310363893,1776,1803,United States,DSL_tec,error
72,"Aug 17, 2020",win,29,10 min,https://www.chess.com/analysis/game/live/5310316071,1767,1643,Ukraine,ezrabuca,black
73,"Aug 16, 2020",win,28,10 min,https://www.chess.com/analysis/game/live/5308495989,1762,1756,United States,Ihar,black
74,"Aug 16, 2020",win,24,10 min,https://www.chess.com/analysis/game/live/5308466019,1754,1774,United States,kinlock1,white
75,"Aug 16, 2020",loss,29,10 min,https://www.chess.com/analysis/game/live/5308203973,1745,1796,Montenegro,hahhagaj,white
76,"Aug 16, 2020",win,48,10 min,https://www.chess.com/analysis/game/live/5308160913,1752,1639,Russia,FAHRUS04,black
77,"Aug 16, 2020",win,23,10 min,https://www.chess.com/analysis/game/live/5308150047,1746,1638,International,BaChess21,white
78,"Aug 16, 2020",loss,43,5 min,https://www.chess.com/analysis/game/live/5308121621,1740,1796,Argentina,ldiamonte,white
79,"Aug 16, 2020",loss,21,10 min,https://www.chess.com/analysis/game/live/5307786496,1747,1710,Mexico,vazp31,black
80,"Aug 16, 2020",loss,15,10 min,https://www.chess.com/analysis/game/live/5307768726,1756,1701,Mexico,vazp31,white
81,"Aug 16, 2020",win,43,10 min,https://www.chess.com/analysis/game/live/5307629196,1766,1757,Kosovo,BanushPacolli,black
82,"Aug 16, 2020",loss,57,10 min,https://www.chess.com/analysis/game/live/5307462637,1758,1798,Belarus,belarus-1955,white
83,"Aug 15, 2020",win,49,10 min,https://www.chess.com/analysis/game/live/5303723402,1765,1770,Ethiopia,Liazra,error
84,"Aug 15, 2020",loss,16,5 min,https://www.chess.com/analysis/game/live/5303327621,1756,1803,Serbia,O111222111O,black
85,"Aug 15, 2020",win,60,10 min,https://www.chess.com/analysis/game/live/5303159327,1763,1726,Ukraine,Viktor_Shayko,white
86,"Aug 15, 2020",loss,51,10 min,https://www.chess.com/analysis/game/live/5302815239,1755,1783,Belarus,febi76,white
87,"Aug 15, 2020",win,39,10 min,https://www.chess.com/analysis/game/live/5302653642,1763,1726,Czech Republic,gnarledbrain,black
88,"Aug 15, 2020",win,29,10 min,https://www.chess.com/analysis/game/live/5302585505,1755,1693,Estonia,alohatere,white
89,"Aug 15, 2020",loss,20,10 min,https://www.chess.com/analysis/game/live/5301443443,1748,1778,United States,SnowLeopard3rd,black
90,"Aug 15, 2020",loss,92,10 min,https://www.chess.com/analysis/game/live/5301364267,1756,1759,Serbia,goxy65,white
91,"Aug 15, 2020",win,17,10 min,https://www.chess.com/analysis/game/live/5301340209,1764,1704,Jamaica,deojoanna,white
92,"Aug 14, 2020",win,34,10 min,https://www.chess.com/analysis/game/live/5297348390,1757,1739,Croatia,ibielen,black
93,"Aug 11, 2020",win,57,10 min,https://www.chess.com/analysis/game/live/5282437164,1749,1747,United Kingdom,aidan57,black
94,"Aug 10, 2020",win,26,10 min,https://www.chess.com/analysis/game/live/5280306054,1735,1645,Philippines,aquaman_26,black
95,"Aug 10, 2020",loss,20,10 min,https://www.chess.com/analysis/game/live/5280291908,1729,1704,Australia,LethalAward,white
96,"Jul 28, 2020",win,16,10 min,https://www.chess.com/analysis/game/live/5216511505,1738,1608,Philippines,vinmar28,white
97,"Jul 19, 2020",win,56,10 min,https://www.chess.com/analysis/game/live/5175034678,1733,1677,United States,radenarquiza7,white
98,"Jul 18, 2020",win,35,10 min,https://www.chess.com/analysis/game/live/5170462852,1726,1569,Brazil,dieguito007,black
99,"Jul 18, 2020",win,26,10 min,https://www.chess.com/analysis/game/live/5170440355,1721,1574,Brazil,dieguito007,white
100,"Jul 18, 2020",loss,53,10 min,https://www.chess.com/analysis/game/live/5169991820,1716,1812,Tunisia,AyoubAyed52,black
101,"Jul 18, 2020",loss,37,10 min,https://www.chess.com/analysis/game/live/5169952413,1722,1581,Spain,Agde1,white
102,"Jul 17, 2020",loss,44,10 min,https://www.chess.com/analysis/game/live/5165790988,1734,1842,Israel,gadol6,white
103,"Jul 17, 2020",draw,38,10 min,https://www.chess.com/analysis/game/live/5165596518,1740,1746,United States,jamesdracup,error
104,"Jul 17, 2020",win,60,10 min,https://www.chess.com/analysis/game/live/5163528968,1740,1660,Sweden,martinzzzz,black
105,"Jul 16, 2020",win,22,10 min,https://www.chess.com/analysis/game/live/5161011002,1733,1697,India,kishandasari,white
106,"Jul 16, 2020",win,16,10 min,https://www.chess.com/analysis/game/live/5160998826,1725,1727,United States,tinch3000,black
107,"Jul 16, 2020",win,23,10 min,https://www.chess.com/analysis/game/live/5160544645,1717,1705,Russia,Requs,white
108,"Jul 16, 2020",draw,75,10 min,https://www.chess.com/analysis/game/live/5160476060,1709,1685,Germany,Bastian4,black
109,"Jul 16, 2020",loss,44,10 min,https://www.chess.com/analysis/game/live/5159168408,1710,1732,Argentina,Mori2018,black
110,"Jul 16, 2020",loss,25,10 min,https://www.chess.com/analysis/game/live/5158423225,1718,1767,Armenia,Armen2500,white
111,"Jul 16, 2020",win,68,10 min,https://www.chess.com/analysis/game/live/5158221498,1725,1806,Montenegro,muric54,white
112,"Jul 16, 2020",draw,66,10 min,https://www.chess.com/analysis/game/live/5158163970,1715,1736,Italy,toto00_,black
113,"Jul 16, 2020",loss,41,10 min,https://www.chess.com/analysis/game/live/5157906648,1715,1770,India,raghavank038,white
114,"Jul 15, 2020",win,32,10 min,https://www.chess.com/analysis/game/live/5156346061,1722,1742,India,drgchoudhary,black
115,"Jul 15, 2020",loss,16,10 min,https://www.chess.com/analysis/game/live/5155860559,1713,1707,Venezuela,ahernandez0924,black
116,"Jul 15, 2020",loss,45,10 min,https://www.chess.com/analysis/game/live/5155823190,1722,1698,Venezuela,ahernandez0924,white
117,"Jul 15, 2020",win,16,10 min,https://www.chess.com/analysis/game/live/5155811709,1731,1689,Venezuela,ahernandez0924,black
118,"Jul 15, 2020",win,29,10 min,https://www.chess.com/analysis/game/live/5155694282,1724,1646,Canada,mursa,black
119,"Jul 15, 2020",win,32,10 min,https://www.chess.com/analysis/game/live/5155646525,1717,1653,Canada,mursa,white
120,"Jul 15, 2020",win,52,10 min,https://www.chess.com/analysis/game/live/5155597149,1710,1660,Canada,mursa,black
121,"Jul 15, 2020",loss,56,10 min,https://www.chess.com/analysis/game/live/5155526475,1703,1763,Austria,Mediato,white
122,"Jul 14, 2020",win,25,10 min,https://www.chess.com/analysis/game/live/5151054796,1710,1675,Iraq,SalahEnglishTeacher,white
123,"Jul 14, 2020",win,28,10 min,https://www.chess.com/analysis/game/live/5150912892,1702,1639,Colombia,MateoSZ95,white
124,"Jul 14, 2020",win,25,10 min,https://www.chess.com/analysis/game/live/5147945721,1695,1688,Russia,anatoliy9586,black
125,"Jul 13, 2020",loss,30,10 min,https://www.chess.com/analysis/game/live/5145114915,1687,1639,Serbia,bojan07405,black
126,"Jul 13, 2020",win,28,10 min,https://www.chess.com/analysis/game/live/5143446793,1696,1688,Israel,Alexml902,white
127,"Jul 12, 2020",loss,28,10 min,https://www.chess.com/analysis/game/live/5140428434,1688,1698,Nigeria,nkemzy2019,black
128,"Jul 12, 2020",loss,16,10 min,https://www.chess.com/analysis/game/live/5140416558,1696,1734,United States,PauGasol16,white
129,"Jul 11, 2020",loss,31,10 min,https://www.chess.com/analysis/game/live/5136372806,1703,1684,Russia,Ariunmong,white
130,"Jul 11, 2020",win,25,10 min,https://www.chess.com/analysis/game/live/5136344303,1712,1675,Russia,Ariunmong,black
131,"Jul 11, 2020",win,22,10 min,https://www.chess.com/analysis/game/live/5136324222,1705,1682,Russia,Ariunmong,white
132,"Jul 10, 2020",loss,13,10 min,https://www.chess.com/analysis/game/live/5130559510,1697,1644,Colombia,jamcchess,black
133,"Jul 9, 2020",win,64,10 min,https://www.chess.com/analysis/game/live/5126715347,1707,1649,Turkey,GMMNU,black
134,"Jul 8, 2020",win,44,10 min,https://www.chess.com/analysis/game/live/5121598991,1700,1666,Serbia,momcilo1004,white
135,"Jul 8, 2020",win,35,10 min,https://www.chess.com/analysis/game/live/5121571922,1692,1628,United States,igeorg1,white
136,"Jul 8, 2020",loss,19,10 min,https://www.chess.com/analysis/game/live/5119856535,1685,1675,Ukraine,lukian_chess,black
137,"Jul 8, 2020",loss,27,10 min,https://www.chess.com/analysis/game/live/5119827092,1694,1705,Kosovo,vahidkabashi,white
138,"Jul 7, 2020",win,35,10 min,https://www.chess.com/analysis/game/live/5116913152,1702,1665,Colombia,apolo7,black
139,"Jul 7, 2020",loss,8,10 min,https://www.chess.com/analysis/game/live/5116907377,1694,1835,Brazil,joseartaanael,black
140,"Jul 7, 2020",draw,62,10 min,https://www.chess.com/analysis/game/live/5116541657,1704,1695,Brazil,serenabruce,white
141,"Jul 7, 2020",loss,30,10 min,https://www.chess.com/analysis/game/live/5116504478,1704,1695,Brazil,serenabruce,black
142,"Jul 7, 2020",draw,27,10 min,https://www.chess.com/analysis/game/live/5116458080,1713,1686,Brazil,serenabruce,white
143,"Jul 7, 2020",loss,21,10 min,https://www.chess.com/analysis/game/live/5116430302,1714,1685,Brazil,serenabruce,black
144,"Jul 7, 2020",draw,90,10 min,https://www.chess.com/analysis/game/live/5116050910,1723,1806,Tunisia,iftol,white
145,"Jul 7, 2020",win,45,10 min,https://www.chess.com/analysis/game/live/5115840699,1721,1684,Philippines,gz_ph,black
146,"Jul 7, 2020",win,42,10 min,https://www.chess.com/analysis/game/live/5115148777,1713,1704,Serbia,nebojsaja,white
147,"Jul 7, 2020",win,23,10 min,https://www.chess.com/analysis/game/live/5115056250,1705,1712,Zimbabwe,roy_luhanga,white
148,"Jul 7, 2020",loss,14,10 min,https://www.chess.com/analysis/game/live/5115016972,1696,1696,Iran,gm1137,black
149,"Jul 7, 2020",win,47,10 min,https://www.chess.com/analysis/game/live/5114958014,1704,1695,Iraq,Joseph327,black
150,"Jul 6, 2020",win,25,10 min,https://www.chess.com/analysis/game/live/5111874584,1696,1786,United States,JK566482e,error
151,"Jul 6, 2020",loss,42,10 min,https://www.chess.com/analysis/game/live/5111495008,1686,1696,Israel,Arnon24,white
152,"Jul 6, 2020",loss,18,10 min,https://www.chess.com/analysis/game/live/5111476636,1694,1806,Spain,patucop100,black
153,"Jul 6, 2020",win,29,10 min,https://www.chess.com/analysis/game/live/5110942348,1700,1748,United States,amekonnen56,white
154,"Jul 6, 2020",win,55,10 min,https://www.chess.com/analysis/game/live/5110473549,1691,1621,Russia,Varjag-Svjatoslav,black
155,"Jul 6, 2020",win,36,10 min,https://www.chess.com/analysis/game/live/5110408079,1684,1666,Brazil,gustavo2330,white
156,"Jul 6, 2020",win,35,10 min,https://www.chess.com/analysis/game/live/5110353496,1676,1674,Brazil,gustavo2330,black
157,"Jul 5, 2020",loss,27,10 min,https://www.chess.com/analysis/game/live/5106771301,1668,1693,Argentina,Cabreja10,black
158,"Jul 5, 2020",loss,32,10 min,https://www.chess.com/analysis/game/live/5106654618,1676,1663,Georgia,KAVALERGARD,white
159,"Jul 5, 2020",win,23,10 min,https://www.chess.com/analysis/game/live/5106643420,1685,1572,United Kingdom,dracorus,white
160,"Jul 5, 2020",loss,29,10 min,https://www.chess.com/analysis/game/live/5106212630,1678,1712,India,SatyaOdisha,white
161,"Jul 5, 2020",win,35,10 min,https://www.chess.com/analysis/game/live/5106095139,1686,1687,Serbia,lizard59,black
162,"Jul 5, 2020",loss,14,10 min,https://www.chess.com/analysis/game/live/5106026528,1678,1699,Canada,federicomabunga017,black
163,"Jul 4, 2020",loss,21,10 min,https://www.chess.com/analysis/game/live/5101801811,1686,1776,Colombia,sleyer,white
164,"Jul 4, 2020",win,69,10 min,https://www.chess.com/analysis/game/live/5099902466,1692,1670,Turkey,mulayim,white
165,"Jul 4, 2020",loss,28,10 min,https://www.chess.com/analysis/game/live/5099293887,1684,1660,Philippines,camiloChesss,black
166,"Jul 4, 2020",loss,32,10 min,https://www.chess.com/analysis/game/live/5099112319,1693,1676,Philippines,Emman_Gambit,white
167,"Jul 4, 2020",win,56,10 min,https://www.chess.com/analysis/game/live/5099026904,1702,1599,Russia,Sergey160160,white
168,"Jul 3, 2020",win,31,10 min,https://www.chess.com/analysis/game/live/5097306275,1696,1686,International,elsaiedgomaa,black
169,"Jul 3, 2020",win,41,10 min,https://www.chess.com/analysis/game/live/5096900814,1688,1698,Azerbaijan,mezahimaga,black
170,"Jul 3, 2020",win,22,10 min,https://www.chess.com/analysis/game/live/5095211048,1679,1698,India,prasad1787,white
171,"Jul 2, 2020",loss,38,10 min,https://www.chess.com/analysis/game/live/5092385993,1670,1706,Australia,Davemanx75,black
172,"Jul 2, 2020",win,53,10 min,https://www.chess.com/analysis/game/live/5092121983,1678,1588,Canada,bekong39,white
173,"Jul 2, 2020",loss,17,10 min,https://www.chess.com/analysis/game/live/5091548270,1672,1700,United States,rubelmds,white
174,"Jul 2, 2020",loss,17,10 min,https://www.chess.com/analysis/game/live/5091532462,1680,1716,Italy,carlopilia,black
175,"Jul 2, 2020",loss,15,10 min,https://www.chess.com/analysis/game/live/5091472439,1688,1664,United States,lysander12,black
176,"Jul 2, 2020",loss,23,10 min,https://www.chess.com/analysis/game/live/5091344181,1697,1799,United Kingdom,rushmere11,error
177,"Jul 2, 2020",draw,58,10 min,https://www.chess.com/analysis/game/live/5091276085,1703,1722,Spain,Posadilla,white
178,"Jul 2, 2020",win,38,10 min,https://www.chess.com/analysis/game/live/5089587600,1703,1677,Russia,DiezelF,white
179,"Jul 2, 2020",loss,20,10 min,https://www.chess.com/analysis/game/live/5089574043,1695,1723,Australia,Davemanx75,white
180,"Jul 2, 2020",win,52,10 min,https://www.chess.com/analysis/game/live/5089230490,1703,1699,Spain,harlam,black
181,"Jul 2, 2020",win,22,10 min,https://www.chess.com/analysis/game/live/5089178105,1695,1661,Ukraine,Tovarisch_Bender,black
182,"Jul 1, 2020",loss,30,10 min,https://www.chess.com/analysis/game/live/5087465623,1687,1657,United States,saacAAAH,white
183,"Jul 1, 2020",win,38,10 min,https://www.chess.com/analysis/game/live/5087429529,1696,1624,Morocco,Hamid1958,black
184,"Jul 1, 2020",loss,37,10 min,https://www.chess.com/analysis/game/live/5085127833,1689,1717,India,janardana,white
185,"Jun 30, 2020",loss,41,10 min,https://www.chess.com/analysis/game/live/5082728860,1697,1689,Mexico,scandax,white
186,"Jun 30, 2020",loss,11,10 min,https://www.chess.com/analysis/game/live/5082721326,1706,1700,United States,zitfree,black
187,"Jun 30, 2020",win,63,10 min,https://www.chess.com/analysis/game/live/5082344435,1715,1604,Mexico,bartre1,white
188,"Jun 30, 2020",loss,49,10 min,https://www.chess.com/analysis/game/live/5082177492,1709,1656,Philippines,jhericodeleon,black
189,"Jun 30, 2020",loss,13,10 min,https://www.chess.com/analysis/game/live/5080897058,1719,1750,Albania,Bakigramsh,white
190,"Jun 30, 2020",win,16,10 min,https://www.chess.com/analysis/game/live/5080374315,1727,1741,United States,richardpope66,white
191,"Jun 29, 2020",loss,25,10 min,https://www.chess.com/analysis/game/live/5077253974,1718,1732,United States,muhamed1958,black
192,"Jun 29, 2020",win,45,10 min,https://www.chess.com/analysis/game/live/5077181707,1726,1681,International,makebelieve,black
193,"Jun 29, 2020",win,35,10 min,https://www.chess.com/analysis/game/live/5077137624,1719,1721,Canada,xlbravo,white
194,"Jun 29, 2020",win,33,10 min,https://www.chess.com/analysis/game/live/5075544153,1711,1743,Austria,ivanmatovina,error
195,"Jun 29, 2020",win,57,10 min,https://www.chess.com/analysis/game/live/5074163804,1702,1693,Indonesia,purwanto88,black
196,"Jun 28, 2020",loss,28,10 min,https://www.chess.com/analysis/game/live/5072206779,1694,1774,Spain,milautos,white
197,"Jun 28, 2020",win,23,10 min,https://www.chess.com/analysis/game/live/5072164463,1700,1714,United States,astor1511,white
198,"Jun 28, 2020",loss,20,10 min,https://www.chess.com/analysis/game/live/5071100885,1691,1681,Finland,Timzu,black
199,"Jun 28, 2020",loss,44,10 min,https://www.chess.com/analysis/game/live/5070134829,1700,1669,Mozambique,amanhique,white
200,"Jun 28, 2020",win,35,10 min,https://www.chess.com/analysis/game/live/5070067509,1709,1660,Mozambique,amanhique,black
201,"Jun 28, 2020",win,32,10 min,https://www.chess.com/analysis/game/live/5070041313,1702,1667,Mozambique,amanhique,white
202,"Jun 28, 2020",loss,11,10 min,https://www.chess.com/analysis/game/live/5070020820,1694,1679,Russia,fatal463,white
203,"Jun 27, 2020",win,32,10 min,https://www.chess.com/analysis/game/live/5067633509,1703,1690,United States,uvaliente,black
204,"Jun 27, 2020",win,62,10 min,https://www.chess.com/analysis/game/live/5067349699,1695,1698,Brazil,cbcampos,white
205,"Jun 27, 2020",loss,20,10 min,https://www.chess.com/analysis/game/live/5067334051,1687,1657,United States,Potatoxz,black
206,"Jun 27, 2020",loss,32,10 min,https://www.chess.com/analysis/game/live/5065627227,1696,1642,Serbia,dusan_982,black
207,"Jun 26, 2020",loss,40,10 min,https://www.chess.com/analysis/game/live/5062662896,1706,1743,Italy,Black666ers,white
208,"Jun 26, 2020",win,19,10 min,https://www.chess.com/analysis/game/live/5062638072,1713,1686,France,p0pstar,black
209,"Jun 26, 2020",draw,45,10 min,https://www.chess.com/analysis/game/live/5062327118,1705,1689,Czech Republic,luboslubos,black
210,"Jun 26, 2020",loss,14,10 min,https://www.chess.com/analysis/game/live/5062247948,1705,1689,Dominican Republic,ronaldenrrique,black
211,"Jun 26, 2020",win,27,10 min,https://www.chess.com/analysis/game/live/5062207765,1714,1730,United States,c1anatoliy,white
212,"Jun 26, 2020",loss,6,10 min,https://www.chess.com/analysis/game/live/5061985029,1705,1785,Germany,chessgrm,white
213,"Jun 26, 2020",win,43,10 min,https://www.chess.com/analysis/game/live/5061893347,1711,1665,Norway,shaoli57,white
214,"Jun 26, 2020",draw,40,10 min,https://www.chess.com/analysis/game/live/5059392569,1704,1678,Italy,tancredi01,error
215,"Jun 25, 2020",loss,14,10 min,https://www.chess.com/analysis/game/live/5057975611,1705,1810,Indonesia,SyakirMastur,white
216,"Jun 25, 2020",win,65,10 min,https://www.chess.com/analysis/game/live/5056389100,1711,1732,India,prakash_m,white
217,"Jun 25, 2020",win,34,10 min,https://www.chess.com/analysis/game/live/5056352888,1702,1774,Serbia,gaga90,white
218,"Jun 25, 2020",loss,27,10 min,https://www.chess.com/analysis/game/live/5056241665,1692,1729,Hungary,Patko0509,black
219,"Jun 25, 2020",loss,34,10 min,https://www.chess.com/analysis/game/live/5056213370,1699,1735,Russia,alnewcomer,black
220,"Jun 25, 2020",loss,27,10 min,https://www.chess.com/analysis/game/live/5056174336,1706,1663,Mexico,luz112233,black
221,"Jun 24, 2020",win,21,10 min,https://www.chess.com/analysis/game/live/5053167651,1715,1704,Indonesia,kosmasbambangp,white
222,"Jun 24, 2020",win,12,10 min,https://www.chess.com/analysis/game/live/5053159634,1707,1712,Indonesia,kosmasbambangp,black
